,카페명,자치구,행정동,카테고리,분위기,이미지 주소
1345,파리바게뜨 은평뉴타운5단지점,은평구,진관동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_114%2F164983911288203PYa_PNG%2Fimage.png
1346,YCP COFFEE,은평구,진관동,카페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211206_39%2F1638778499604itUDO_JPEG%2F0B266F57-7A6D-4CD6-A1F2-9B241FFCE430.jpeg
1347,숲속의 라이브 카페,은평구,진관동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200927_70%2F1601187898095lMGwD_JPEG%2FpRuNH2-_WZpyNYnjaTGldocU.jpg
1348,코코호도 은평뉴타운점,은평구,진관동,호두과자,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fimage.nmv.naver.net%2Fblog_2020_11_09_2777%2Fd2b9efd7-2279-11eb-abf0-48df379cca40_02.jpg
1349,HUGA,은평구,진관동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171212_265%2F1513044356544fFpnv_JPEG%2FErqkj0BEzAvdxw_Udpz6mwhG.jpg
1350,호일카페,중랑구,면목동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201006_67%2F1601971059683hQeib_JPEG%2FtYaLsx_sNyCtiSeTA6ASpE5z.JPG.jpg
1351,메가MGC커피 면목동점,중랑구,면목동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220804_111%2F1659601723826xevPd_JPEG%2FKakaoTalk_20220804_172814028.jpg
1352,파리바게뜨 면목역점,중랑구,면목동,베이글,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220427_146%2F1651048859575Ppc0k_JPEG%2F20220427_165706.jpg
1353,카페153,중랑구,면목동,카페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200721_223%2F1595318007795A1eJI_JPEG%2FXbITHTaUv0qpyFtSnA0_O_Ms.jpeg.jpg
1354,202케이크,중랑구,면목동,케이크전문,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211227_256%2F16405856387007AEA6_JPEG%2FE8C10DC0-30D3-4962-B16C-323209FCBA9E.jpeg
1355,크럼비,중랑구,면목동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220708_266%2F1657257309682YLkcR_JPEG%2FCE0BB986-7C2D-460C-AD2E-F13E475010AB.jpeg
1356,카페홀작,중랑구,면목동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190104_150%2F1546603310877HlBxV_JPEG%2FFj4Up3Zhg4M6smAmYQafC_3_.jpg
1357,만나빵집,중랑구,면목동,베이글,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA2MDRfOTUg%2FMDAxNjIyNzg4NTMwMDcw.SLwUEoq6aakqSwfw61zKl2hb7dqFL7e8PxLIcHODWqMg.GSsq2dcULBhmM3ZhLNJCm1vui7pP5b8pcfdva68_NPkg.JPEG.wweeoo%2F%25A4%25B1%25A4%25B12.jpg
1358,로플로플 사가정역점,중랑구,면목동,와플,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210728_240%2F1627468317335tzSIL_JPEG%2FTAMdzjxSJUiZJeEDqD3EXDX9.jpg
1359,공차 사가정역점,중랑구,면목동,차,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200212_194%2F1581482349576WR1i1_JPEG%2FNFAHjGYAgb1aCicllh7ENwNQ.jpeg.jpg
1360,퍼스트 에스프레소 바,중랑구,신내동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221217_65%2F1671269227216oeytu_JPEG%2F20221217_135816.jpg
1361,화단과자점,중랑구,신내동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221203_128%2F1670062422669JtIsV_JPEG%2F20221128160333.
1362,파란고양이와단팥빵,중랑구,신내동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTA2MTJfNDEg%2FMDAxNTYwMzUxNTU4MDk5.AMcWzEg7R59YFKUDcSLISm2IxR8h--qBJuFP1FyDTtwg.u6cWlYj7-upAlqIMbXQNh2p8hknlNIC45y6YS_d_yZsg.JPEG.kimx2772%2F2019-06-12-19-27-51.jpg
1363,립스트커피,중랑구,신내동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_51%2F1608262946358yjW8I_JPEG%2FM-FXf7yky292st6QfWP5QrlU.jpeg.jpg
1364,과일에반하다프루타 상봉점,중랑구,신내동,공방,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221124_297%2F1669278949507mYnuj_JPEG%2F0771F27E-6D8D-4136-9749-85B3DA918388.jpeg
1365,커피랑도서관 공릉점,중랑구,신내동,스터디카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170206_16%2F1486361821595CBm4B_JPEG%2F186156554721364_0.jpeg
1366,세컨드고메,중랑구,신내동,뷔페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191014_222%2F1571050300852YGJy6_JPEG%2FkFl7CmOzQbR5coJhB7y9qUUM.jpg
1367,키엘 베이크샵,중랑구,신내동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210809_190%2F1628497428547jJAa2_JPEG%2FKIDcvC5tItAce9ko4pRGiX5o.jpeg.jpg
1368,카페수,중랑구,신내동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160219_204%2F14558694962918kn0m_JPEG%2F176169574155273_7.jpeg
1369,빈스로드,중랑구,신내동,차,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200414_16%2F15868577491302jAqP_JPEG%2FICh9zvfb6fPjslbAlu596-UQ.jpg
1370,카페마마스 월계점,중랑구,묵동,아이스크림,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220912_257%2F1662984906192ntvAo_PNG%2F17F275D2-E783-42FF-BCE2-22065B831EF2.png
1371,화단과자점,중랑구,묵동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221203_128%2F1670062422669JtIsV_JPEG%2F20221128160333.
1372,허밍버드,중랑구,묵동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210427_188%2F1619521571567rRx9m_JPEG%2FeZ-YYl_0_dnom5AEPKUC_2XI.jpeg.jpg
1373,아너카페,중랑구,묵동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210320_48%2F1616239693761aqyWO_JPEG%2Fg6EF2whPF5D0LzxOI40Kt3qc.jpeg.jpg
1374,꽃피앙,중랑구,묵동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211014_168%2F1634164162545qGQsW_JPEG%2FmlbtGtG-7UElWUlYnmV2PejA.jpg
1375,디저트39 상봉점,중랑구,묵동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200306_67%2F15834680331058vxVA_JPEG%2FeGbV-R7OciGrOiYHEl0P1oWn.jpg
1376,느루찐빵,중랑구,묵동,찐빵,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221130_144%2F1669776555618MD1xl_JPEG%2F001.jpg
1377,딒 라운지,중랑구,묵동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221011_25%2F1665472362491sn0f8_JPEG%2F20221011_160323.jpg
1378,별담카페,중랑구,묵동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211124_296%2F1637744247822f7LuA_JPEG%2F%25B0%25F8%25B0%25A3%25B4%25EB%25BF%25A9_%252814%2529.jpg
1379,메가MGC커피 먹골중앙점,중랑구,묵동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220501_270%2F16513662362056zhji_JPEG%2F6A4291D3-4FB7-4BE0-B42D-2178DFC9C04A.jpeg
1380,카페 디졸브,중랑구,상봉동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220918_16%2F1663486775433Ujs8C_JPEG%2F1%25B9%25F8.jpg
1381,메가MGC커피 외대앞역점,중랑구,상봉동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190416_88%2F15553432337307m7r5_JPEG%2F41TKuv2MORXRNDOfkhmkcEj_.jpg
1382,팡도리노 베이커리,중랑구,상봉동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190819_179%2F1566208047685QaPzm_JPEG%2FeZEjtWq-Sb1KCQES1-nWDoI4.jpeg.jpg
1383,메가MGC커피 망우역점,중랑구,상봉동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210811_99%2F1628676608072g5yza_JPEG%2Fjgk0sJvC9Gj5sKZH1uQg8W1h.jpg
1384,할리스 태릉입구역점,중랑구,상봉동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg
1385,허밍버드,중랑구,상봉동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210427_188%2F1619521571567rRx9m_JPEG%2FeZ-YYl_0_dnom5AEPKUC_2XI.jpeg.jpg
1386,공차 홈플러스상봉점,중랑구,상봉동,차,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190810_37%2F15654216472294WUKm_JPEG%2FIC-J7bcRb4JJYcxiHBjRgmQD.jpeg.jpg
1387,글리풀커피,중랑구,상봉동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221112_54%2F1668219891399etCLc_JPEG%2FC0386DCB-BF95-4109-9C9C-FB46CF8A1D1D.jpeg
1388,공차 중랑역점,중랑구,상봉동,차,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210617_273%2F1623939094980rwkoV_JPEG%2FLAyKLJ_YZNUT798cMlnbEFWi.jpeg.jpg
1389,디저트39 외대점,중랑구,상봉동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220519_214%2F1652936380955cl5d0_JPEG%2FKakaoTalk_20220518_184127474_02.jpg
1390,카페 디졸브,중랑구,중화동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220918_16%2F1663486775433Ujs8C_JPEG%2F1%25B9%25F8.jpg
1391,파리바게뜨 중랑역점,중랑구,중화동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200316_90%2F1584330375503tXyF4_JPEG%2FIaNt4521EegBksid-phZa1K3.jpeg.jpg
1392,7773 카페 앤 베이커리,중랑구,중화동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220513_20%2F1652448815081bQKxl_PNG%2FScreenshot_2022-05-13_at_21.49.06.png
1393,카페 레브,중랑구,중화동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220715_227%2F1657811210937EB8J2_JPEG%2F02AF523A-FC1E-48EA-B326-0022E84E4ACE.jpeg
1394,굿모닝 카페,중랑구,중화동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200405_130%2F15860829579208U7xJ_JPEG%2FYt6DVi3R1L1Z6K2eiExVzJ3M.jpg
1395,봉화산커피,중랑구,중화동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200502_135%2F1588416191248nX0hm_JPEG%2F4cjdNEAV5DY5fTuO4yFBj-6z.jpg
1396,어글리스토브 상봉점,중랑구,중화동,뷔페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221213_271%2F1670896079660bxrPf_JPEG%2F%25B6%25F3%25C0%25DA%25B3%25C4.jpg
1397,너브커피,중랑구,중화동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190530_55%2F1559183238086E4s72_JPEG%2Ft3r-zkQC_1MmvceoYwNcNo0-.jpeg.jpg
1398,카페 달미,중랑구,중화동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210515_16%2F1621065278378LbxBs_JPEG%2FnGlPk95EWsbMk7BdTSHC5qLH.jpg
1399,스타벅스 상봉역점,중랑구,중화동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
1400,스타벅스 사가정역점,중랑구,망우동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
1401,커피볶는꾼,중랑구,망우동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210716_96%2F1626407633488VgmpF_JPEG%2F0g8mBGzgPPZcssy38ayQwUkh.jpg
1402,커피볶는꾼,중랑구,망우동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210716_96%2F1626407633488VgmpF_JPEG%2F0g8mBGzgPPZcssy38ayQwUkh.jpg
1403,유캔두잇 서울상봉점,중랑구,망우동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210918_183%2F1631976981461H1fY8_JPEG%2FkVVSOj_Ft_JxKx-iPqCQA0S8.jpeg.jpg
1404,하기,중랑구,망우동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220708_115%2F1657261711849on0PV_JPEG%2FBE4ED6C0-C729-4649-A694-9944FC74D1BB.jpeg
1405,경성꽈배기 우림점,중랑구,망우동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220207_118%2F1644213439807VvXdR_JPEG%2F20191207_164850.jpg
1406,빵꽃빵꽃,중랑구,망우동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210710_94%2F1625929046070bCcnQ_JPEG%2FVwiPXqS5gEP1bJvDz3VnaGUR.jpeg.jpg
1407,고래당,중랑구,망우동,베이글,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220813_245%2F1660319319759fIefN_JPEG%2F2781F782-3434-4A04-B5A3-CA22BB31FB7E.jpeg
1408,로로크로플,중랑구,망우동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220614_224%2F1655179777351kX3G8_JPEG%2FE847C069-D18B-4904-AA8B-CAACD69BEAFB.jpeg
1409,블루샥 망우역점,중랑구,망우동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211210_81%2F1639117484471hqOal_JPEG%2FPolish_20211209_103033238.jpg
1410,테아커피,중랑구,망우동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211023_13%2F1634915941809zr0uF_JPEG%2F6yn6Cb_4AftX-OByATlygCic.jpg
1411,달보드레 & 솔,강북구,수유동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221014_131%2F1665736270140NKbYf_JPEG%2FKakaoTalk_20221003_192524851.jpg
1412,어반테라스,강북구,수유동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191010_60%2F1570665872064a52bv_JPEG%2F4Ui3CVkkBnkuHNvQ6hJuvfmO.jpg
1413,아마스빈 수유역점,강북구,수유동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA4MTRfMjAg%2FMDAxNjYwNDc0MDUxNzIz.vx6TMMzHUDCiXYLwA6ePSwx4yOCQeyM6F_JqS1fHTssg.dPa1p7IXeJ8H-6bDsFEUuK8qYwe5cDpXgZq-rlZvMCYg.JPEG.dnjsl1713%2FIMG_1796.jpg
1414,J's Park419,강북구,수유동,뷔페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191026_97%2F1572091198117qtaNO_JPEG%2FGB7DEMYVE6E9nlDPV6uP0TR9.jpg
1415,CBC,강북구,수유동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210617_38%2F1623899669629O73aC_JPEG%2FzP6bO4ync9jwfPcFgqiR08Wl.jpeg.jpg
1416,단만주,강북구,수유동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210614_18%2F16236275885233OmTy_JPEG%2FevMz9pxJf2BCSHkdmuTSy6Xz.jpg
1417,김미케이크,강북구,수유동,케이크전문,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221204_68%2F1670123501932E996p_JPEG%2F20221130_191113.jpg
1418,칠복상회로스터스,강북구,수유동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210911_76%2F1631286604889s0NNR_JPEG%2F7iOdCATTX_4aTxjLT-82ALe5.jpeg.jpg
1419,빽다방 강북구청점,강북구,수유동,테이크아웃커피,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191022_215%2F1571728692094j9T5n_JPEG%2Fcp7SLkkvVXfjYzhYHsktNcc6.jpg
1420,파리바게뜨 419탑점,강북구,수유동,베이글,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_215%2F1649840681392gy2Lk_PNG%2Fimage.png
1421,델디아,강북구,우이동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210312_42%2F1615518340882h54Ga_JPEG%2Fzn1y1Hyh3IuquE-7j6RSfhbI.jpg
1422,메가MGC커피 강북시장점,강북구,우이동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200825_190%2F159828409619030nNm_JPEG%2FbvwbHnfRrof06sAlm4oCEfUh.jpg
1423,선데이 베이글,강북구,우이동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220214_34%2F1644813475593Ap9yy_JPEG%2F25B5B887-3B02-42E4-952F-A3A3D9CDAEDC.jpeg
1424,티틸 CAFE+BAR,강북구,우이동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221013_11%2F1665658378763CUD4g_JPEG%2FDSCF2471.jpg
1425,배스킨라빈스 수유벽산,강북구,우이동,아이스크림,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg
1426,카페 산아래,강북구,우이동,카페,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200427_231%2F1587967103596PiNgf_JPEG%2Fzvv_IwNW-eCfdZT6acX0qakD.jpg
1427,빈세앙카페,강북구,우이동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160325_206%2F1458901452791Ut9wM_JPEG%2F176275595429796_11.jpeg
1428,이디야커피 강북경찰서점,강북구,우이동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg
1429,카페 스그릿가든 수유본점,강북구,우이동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210524_258%2F1621788556141BlKQu_PNG%2FYxpKD5bHpL4zEGlWYtRrVVb2.png
1430,노란코끼리,강북구,우이동,테이크아웃커피,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190628_25%2F1561690140012LFoDh_JPEG%2F_4g0F2ixkCLJXQdyNVlANB2c.jpg
1431,카페멘디,강북구,인수동,뷔페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190823_91%2F1566550355963n7yGW_JPEG%2FHlqicKY2gN-Lb2FuFaJvKkSg.jpg
1432,어웨이크,강북구,인수동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200213_269%2F1581582089419gj4Un_JPEG%2FXIfCsRal0ynDTnVmahbggO-7.jpeg.jpg
1433,레드빈,강북구,인수동,테이크아웃커피,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2F20140917_129%2Forangeade35_1410942691056SbjpF_JPEG%2F1410942689287_20140917_171806.jpg
1434,마마파파&피자인,강북구,인수동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221129_238%2F1669693718235sRQaO_JPEG%2F20221031_150243.jpg
1435,이남자의빵,강북구,인수동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220616_147%2F1655350034845MY3Ti_JPEG%2F9611A92B-FA34-483C-9AAE-2C81F895C183.jpeg
1436,KOEE,강북구,인수동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20221126_2%2F1669461916964iQbwM_JPEG%2Ffeb1f10b-6d7c-11ed-bcd3-48df379cca40_03.jpg
